date,close,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,return
2014-05-13,533.09,3.17,14.36,22.09,23.13,17.95,5.28,5.16,1.74,6.43,-1.20805117335
2014-05-14,526.65,-6.44,-3.27,7.92,15.65,16.69,11.51,-1.16,-1.28,-4.7,-1.26649577518
2014-05-15,519.98,-6.67,-13.11,-9.94,1.25,8.98,10.02,4.84,-7.83,-7.95,0.125004807877
2014-05-16,520.63,0.65,-6.02,-12.46,-9.29,1.9,9.63,10.67,5.49,-7.18,1.58077713539
2014-05-19,528.86,8.23,8.88,2.21,-4.23,-1.06,10.13,17.86,18.9,13.72,0.172068222214
2014-05-20,529.77,0.91,9.14,9.79,3.12,-3.32,-0.15,11.04,18.77,19.81,1.73093984182
2014-05-21,538.94,9.17,10.08,18.31,18.96,12.29,5.85,9.02,20.21,27.94,1.13556240027
2014-05-22,545.06,6.12,15.29,16.2,24.43,25.08,18.41,11.97,15.14,26.33,1.40168054893
2014-05-23,552.7,7.64,13.76,22.93,23.84,32.07,32.72,26.05,19.61,22.78,2.39732223629
2014-05-27,565.95,13.25,20.89,27.01,36.18,37.09,45.32,45.97,39.3,32.86,-0.754483611626
2014-05-28,561.68,-4.27,8.98,16.62,22.74,31.91,32.82,41.05,41.7,35.03,-0.284859706594
2014-05-29,560.08,-1.6,-5.87,7.38,15.02,21.14,30.31,31.22,39.45,40.1,-0.0339237251821
2014-05-30,559.89,-0.19,-1.79,-6.06,7.19,14.83,20.95,30.12,31.03,39.26,-1.06449481148
2014-06-02,553.93,-5.96,-6.15,-7.75,-12.02,1.23,8.87,14.99,24.16,25.07,-1.62294874804
2014-06-03,544.94,-8.99,-14.95,-15.14,-16.74,-21.01,-7.76,-0.12,6.0,15.17,-0.0513818035013
2014-06-04,544.66,-0.28,-9.27,-15.23,-15.42,-17.02,-21.29,-8.04,-0.4,5.72,1.69647119304
2014-06-05,553.9,9.24,8.96,-0.03,-5.99,-6.18,-7.78,-12.05,1.2,8.84,0.438707347897
2014-06-06,556.33,2.43,11.67,11.39,2.4,-3.56,-3.75,-5.35,-9.62,3.63,1.04074919562
2014-06-09,562.12,5.79,8.22,17.46,17.18,8.19,2.23,2.04,0.44,-3.83,-0.279299793638
2014-06-10,560.55,-1.57,4.22,6.65,15.89,15.61,6.62,0.66,0.47,-1.13,-0.30505753278
2014-06-11,558.84,-1.71,-3.28,2.51,4.94,14.18,13.9,4.91,-1.05,-1.24,-1.34027628659
2014-06-12,551.35,-7.49,-9.2,-10.77,-4.98,-2.55,6.69,6.41,-2.58,-8.54,0.0743629273601
2014-06-13,551.76,0.41,-7.08,-8.79,-10.36,-4.57,-2.14,7.1,6.82,-2.17,-1.35566188198
2014-06-16,544.28,-7.48,-7.07,-14.56,-16.27,-17.84,-12.05,-9.62,-0.38,-0.66,-0.233335783053
2014-06-17,543.01,-1.27,-8.75,-8.34,-15.83,-17.54,-19.11,-13.32,-10.89,-1.65,1.90788383271
2014-06-18,553.37,10.36,9.09,1.61,2.02,-5.47,-7.18,-8.75,-2.96,-0.53,0.276487702622
2014-06-19,554.9,1.53,11.89,10.62,3.14,3.55,-3.94,-5.65,-7.22,-1.43,0.263110470355
2014-06-20,556.36,1.46,2.99,13.35,12.08,4.6,5.01,-2.48,-4.19,-5.76,1.54396433964
2014-06-23,564.95,8.59,10.05,11.58,21.94,20.67,13.19,13.6,6.11,4.4,-0.0584122488716
2014-06-24,564.62,-0.33,8.26,9.72,11.25,21.61,20.34,12.86,13.27,5.78,2.48485707201
2014-06-25,578.65,14.03,13.7,22.29,23.75,25.28,35.64,34.37,26.89,27.3,-0.45796249892
2014-06-26,576.0,-2.65,11.38,11.05,19.64,21.1,22.63,32.99,31.72,24.24,0.215277777778
2014-06-27,577.24,1.24,-1.41,12.62,12.29,20.88,22.34,23.87,34.23,32.96,-0.339546808953
2014-06-30,575.28,-1.96,-0.72,-3.37,10.66,10.33,18.92,20.38,21.91,32.27,1.28459185092
2014-07-01,582.67,7.39,5.43,6.67,4.02,18.05,17.72,26.31,27.77,29.3,-0.0574939502634
2014-07-02,582.335,-0.335,7.055,5.095,6.335,3.685,17.715,17.385,25.975,27.435,0.411275296865
2014-07-03,584.73,2.395,2.06,9.45,7.49,8.73,6.08,20.11,19.78,28.37,-0.424127375028
