519.98,-6.67,-13.11,-9.94,1.25,8.98,10.02,4.84,-7.83,-7.95,0.125004807877
520.63,0.65,-6.02,-12.46,-9.29,1.9,9.63,10.67,5.49,-7.18,1.58077713539
528.86,8.23,8.88,2.21,-4.23,-1.06,10.13,17.86,18.9,13.72,0.172068222214
529.77,0.91,9.14,9.79,3.12,-3.32,-0.15,11.04,18.77,19.81,1.7309398418200002
538.94,9.17,10.08,18.31,18.96,12.29,5.85,9.02,20.21,27.94,1.13556240027
545.06,6.12,15.29,16.2,24.43,25.08,18.41,11.97,15.14,26.33,1.4016805489300002
552.7,7.64,13.76,22.93,23.84,32.07,32.72,26.05,19.61,22.78,2.39732223629
565.95,13.25,20.89,27.01,36.18,37.09,45.32,45.97,39.3,32.86,-0.754483611626
561.68,-4.27,8.98,16.62,22.74,31.91,32.82,41.05,41.7,35.03,-0.284859706594
560.08,-1.6,-5.87,7.38,15.02,21.14,30.31,31.22,39.45,40.1,-0.0339237251821
559.89,-0.19,-1.79,-6.06,7.19,14.83,20.95,30.12,31.03,39.26,-1.06449481148
553.93,-5.96,-6.15,-7.75,-12.02,1.23,8.87,14.99,24.16,25.07,-1.62294874804
544.94,-8.99,-14.95,-15.14,-16.74,-21.01,-7.76,-0.12,6.0,15.17,-0.0513818035013
544.66,-0.28,-9.27,-15.23,-15.42,-17.02,-21.29,-8.04,-0.4,5.72,1.6964711930399998
553.9,9.24,8.96,-0.03,-5.99,-6.18,-7.78,-12.05,1.2,8.84,0.438707347897
556.33,2.43,11.67,11.39,2.4,-3.56,-3.75,-5.35,-9.62,3.63,1.0407491956200001
562.12,5.79,8.22,17.46,17.18,8.19,2.23,2.04,0.44,-3.83,-0.279299793638
560.55,-1.57,4.22,6.65,15.89,15.61,6.62,0.66,0.47,-1.13,-0.30505753278000003
558.84,-1.71,-3.28,2.51,4.94,14.18,13.9,4.91,-1.05,-1.24,-1.34027628659
551.35,-7.49,-9.2,-10.77,-4.98,-2.55,6.69,6.41,-2.58,-8.54,0.07436292736010001
551.76,0.41,-7.08,-8.79,-10.36,-4.57,-2.14,7.1,6.82,-2.17,-1.35566188198
544.28,-7.48,-7.07,-14.56,-16.27,-17.84,-12.05,-9.62,-0.38,-0.66,-0.233335783053
543.01,-1.27,-8.75,-8.34,-15.83,-17.54,-19.11,-13.32,-10.89,-1.65,1.90788383271
553.37,10.36,9.09,1.61,2.02,-5.47,-7.18,-8.75,-2.96,-0.53,0.276487702622
554.9,1.53,11.89,10.62,3.14,3.55,-3.94,-5.65,-7.22,-1.43,0.263110470355
556.36,1.46,2.99,13.35,12.08,4.6,5.01,-2.48,-4.19,-5.76,1.5439643396399998
564.95,8.59,10.05,11.58,21.94,20.67,13.19,13.6,6.11,4.4,-0.058412248871599994
564.62,-0.33,8.26,9.72,11.25,21.61,20.34,12.86,13.27,5.78,2.4848570720099996
578.65,14.03,13.7,22.29,23.75,25.28,35.64,34.37,26.89,27.3,-0.45796249891999996
576.0,-2.65,11.38,11.05,19.64,21.1,22.63,32.99,31.72,24.24,0.215277777778
577.24,1.24,-1.41,12.62,12.29,20.88,22.34,23.87,34.23,32.96,-0.339546808953
575.28,-1.96,-0.72,-3.37,10.66,10.33,18.92,20.38,21.91,32.27,1.28459185092
582.67,7.39,5.43,6.67,4.02,18.05,17.72,26.31,27.77,29.3,-0.057493950263400005
582.335,-0.335,7.055,5.095,6.335,3.685,17.715,17.385,25.975,27.435,0.411275296865
584.73,2.395,2.06,9.45,7.49,8.73,6.08,20.11,19.78,28.37,-0.424127375028
582.25,-2.48,-0.085,-0.42,6.97,5.01,6.25,3.6,17.63,17.3,-1.9167024474
571.09,-11.16,-13.64,-11.245,-11.58,-4.19,-6.15,-4.91,-7.56,6.47,0.8737677073669999
576.08,4.99,-6.17,-8.65,-6.255,-6.59,0.8,-1.16,0.08,-2.57,-0.8644632689899999
571.1,-4.98,0.00999999999999,-11.15,-13.63,-11.235,-11.57,-4.18,-6.14,-4.9,1.41481351777
579.18,8.08,3.1,8.09,-3.07,-5.55,-3.155,-3.49,3.9,1.94,0.9824234262229999
584.87,5.69,13.77,8.79,13.78,2.62,0.14,2.535,2.2,9.59,-0.0153880349479
584.78,-0.09,5.6,13.68,8.7,13.69,2.53,0.05,2.445,2.11,-0.36252949827299996
582.66,-2.12,-2.21,3.48,11.56,6.58,11.57,0.41,-2.07,0.325,-1.5326433940900002
573.7299,-8.9301,-11.0501,-11.1401,-5.4501,2.6299,-2.3501,2.6399,-8.5201,-11.0001,3.72128069323
595.08,21.3501,12.42,10.3,10.21,15.9,23.98,19.0,23.99,12.83,-0.942730389191
589.47,-5.61,15.7401,6.81,4.69,4.6,10.29,18.37,13.39,18.38,0.894023444789
594.74,5.27,-0.34,21.0101,12.08,9.96,9.87,15.56,23.64,18.66,0.208494468171
595.98,1.24,6.51,0.9,22.2501,13.32,11.2,11.11,16.8,24.88,-0.44128997617399995
593.35,-2.63,-1.39,3.88,-1.73,19.6201,10.69,8.57,8.48,14.17,-0.729754782169
589.02,-4.33,-6.96,-5.72,-0.45,-6.06,15.2901,6.36,4.24,4.15,0.268242164952
590.6,1.58,-2.75,-5.38,-4.14,1.13,-4.48,16.8701,7.94,5.82,-0.8449034879780001
585.61,-4.99,-3.41,-7.74,-10.37,-9.13,-3.86,-9.47,11.8801,2.95,0.309079421458
587.42,1.81,-3.18,-1.6,-5.93,-8.56,-7.32,-2.05,-7.66,13.6901,-2.6931326819
571.6,-15.82,-14.01,-19.0,-17.42,-21.75,-24.38,-23.14,-17.87,-23.48,-0.967459762071
566.07,-5.53,-21.35,-19.54,-24.53,-22.95,-27.28,-29.91,-28.67,-23.4,1.25072870846
573.15,7.08,1.55,-14.27,-12.46,-17.45,-15.87,-20.2,-22.83,-21.59,-1.4097531187299999
565.07,-8.08,-1.0,-6.53,-22.35,-20.54,-25.53,-23.95,-28.28,-30.91,0.23076786946699998
566.374,1.304,-6.776,0.304,-5.226,-21.046,-19.236,-24.226,-22.646,-26.976,-0.532157196481
563.36,-3.014,-1.71,-9.79,-2.71,-8.24,-24.06,-22.25,-27.24,-25.66,0.960309571145
568.77,5.41,2.396,3.7,-4.38,2.7,-2.83,-18.65,-16.84,-21.83,-0.15647801396
567.88,-0.89,4.52,1.506,2.81,-5.27,1.81,-3.72,-19.54,-17.73,-0.906881735578
562.73,-5.15,-6.04,-0.63,-3.6439999999999997,-2.34,-10.42,-3.34,-8.87,-24.69,2.14134664937
574.78,12.05,6.9,6.01,11.42,8.406,9.71,1.63,8.71,3.18,-0.022617349246700003
574.65,-0.13,11.92,6.77,5.88,11.29,8.276,9.58,1.5,8.58,-0.203602192639
573.48,-1.17,-1.3,10.75,5.6,4.71,10.12,7.106,8.41,0.33,1.5135662969900001
582.16,8.68,7.51,7.38,19.43,14.28,13.39,18.8,15.786,17.09,0.807338188814
586.86,4.7,13.38,12.21,12.08,24.13,18.98,18.09,23.5,20.486,-0.403844187711
584.49,-2.37,2.33,11.01,9.84,9.71,21.76,16.61,15.72,21.13,-0.19162004482500003
583.37,-1.12,-3.49,1.21,9.89,8.72,8.59,20.64,15.49,14.6,-0.138848415242
582.56,-0.81,-1.93,-4.3,0.4,9.08,7.91,7.78,19.83,14.68,-0.405108486679
580.2,-2.36,-3.17,-4.29,-6.66,-1.96,6.72,5.55,5.42,17.47,-0.403309203723
577.86,-2.34,-4.7,-5.51,-6.63,-9.0,-4.3,4.38,3.21,3.08,-1.18713875333
571.0,-6.86,-9.2,-11.56,-12.37,-13.49,-15.86,-11.16,-2.48,-3.65,-0.31523642731999996
569.2,-1.8,-8.66,-11.0,-13.36,-14.17,-15.29,-17.66,-12.96,-4.28,0.42164441321199997
571.6,2.4,0.6,-6.26,-8.6,-10.96,-11.77,-12.89,-15.26,-10.56,1.00244926522
577.33,5.73,8.13,6.33,-0.53,-2.87,-5.23,-6.04,-7.16,-9.53,0.105658808654
577.94,0.61,6.34,8.74,6.94,0.08,-2.26,-4.62,-5.43,-6.55,0.699034501851
581.98,4.04,4.65,10.38,12.78,10.98,4.12,1.78,-0.58,-1.39,0.704491563284
586.08,4.1,8.14,8.75,14.48,16.88,15.08,8.22,5.88,3.52,0.621075621076
589.72,3.64,7.74,11.78,12.39,18.12,20.52,18.72,11.86,9.52,-1.47697212236
581.01,-8.71,-5.07,-0.97,3.07,3.68,9.41,11.81,10.01,3.15,0.35971842136999993
583.1,2.09,-6.62,-2.98,1.12,5.16,5.77,11.5,13.9,12.1,-0.300120048019
581.35,-1.75,0.34,-8.37,-4.73,-0.63,3.41,4.02,9.75,12.15,-0.9856368796770001
575.62,-5.73,-7.48,-5.39,-14.1,-10.46,-6.36,-2.32,-1.71,4.02,-0.437788819013
573.1,-2.52,-8.25,-10.0,-7.91,-16.62,-12.98,-8.88,-4.84,-4.23,1.1952538823899999
579.95,6.85,4.33,-1.4,-3.15,-1.06,-9.77,-6.13,-2.03,2.01,0.831106129839
584.77,4.82,11.67,9.15,3.42,1.67,3.76,-4.95,-1.31,2.79,0.769533320793
589.27,4.5,9.32,16.17,13.65,7.92,6.17,8.26,-0.45,3.19,1.15566718143
596.08,6.81,11.31,16.13,22.98,20.46,14.73,12.98,15.07,6.36,-1.46121325997
587.37,-8.71,-1.9,2.6,7.42,14.27,11.75,6.02,4.27,6.36,-1.06236273558
581.13,-6.24,-14.95,-8.14,-3.64,1.18,8.03,5.51,-0.22,-1.97,1.18045876138
587.99,6.86,0.62,-8.09,-1.28,3.22,8.04,14.89,12.37,6.64,-2.19901699008
575.06,-12.93,-6.07,-12.31,-21.02,-14.21,-9.71,-4.89,1.96,-0.56,0.354745591764
577.1,2.04,-10.89,-4.03,-10.27,-18.98,-12.17,-7.67,-2.85,4.0,-0.12822734361500002
576.36,-0.74,1.3,-11.63,-4.77,-11.01,-19.72,-12.91,-8.41,-3.59,0.173502671941
577.36,1.0,0.26,2.3,-10.63,-3.77,-10.01,-18.72,-11.91,-7.41,-1.57440764861
568.27,-9.09,-8.09,-8.83,-6.79,-19.72,-12.86,-19.1,-27.81,-21.0,0.31851056716
570.08,1.81,-7.28,-6.28,-7.02,-4.98,-17.91,-11.05,-17.29,-26.0,0.912152680326
575.28,5.2,7.01,-2.08,-1.08,-1.82,0.22,-12.71,-5.85,-12.09,0.35982478097599996
577.35,2.07,7.27,9.08,-0.00999999999999,0.99,0.25,2.29,-10.64,-3.78,-2.3573222482
563.74,-13.61,-11.54,-6.34,-4.53,-13.62,-12.62,-13.36,-11.32,-24.25,1.5539078298500002
572.5,8.76,-4.85,-2.78,2.42,4.23,-4.86,-3.86,-4.6,-2.56,-2.02969432314
560.88,-11.62,-2.86,-16.47,-14.4,-9.2,-7.39,-16.48,-15.48,-16.22,-2.9221936956200003
544.49,-16.39,-28.01,-19.25,-32.86,-30.79,-25.59,-23.78,-32.87,-31.87,-2.07166339143
533.21,-11.28,-27.67,-39.29,-30.53,-44.14,-42.07,-36.87,-35.06,-44.15,0.8870801372820001
537.94,4.73,-6.55,-22.94,-34.56,-25.8,-39.41,-37.34,-32.14,-30.33,-1.47042421088
530.03,-7.91,-3.18,-14.46,-30.85,-42.47,-33.71,-47.32,-45.25,-40.05,-1.0414504839299998
524.51,-5.52,-13.43,-8.7,-19.98,-36.37,-47.99,-39.23,-52.84,-50.77,-2.5433261520299997
511.17,-13.34,-18.86,-26.77,-22.04,-33.32,-49.71,-61.33,-52.57,-66.18,1.89173856056
520.84,9.67,-3.67,-9.19,-17.1,-12.37,-23.65,-40.04,-51.66,-42.9,1.09438599186
526.54,5.7,15.37,2.03,-3.49,-11.4,-6.67,-17.95,-34.34,-45.96,1.17180081285
532.71,6.17,11.87,21.54,8.2,2.68,-5.23,-0.5,-11.78,-28.17,2.1155976047
543.98,11.27,17.44,23.14,32.81,19.47,13.95,6.04,10.77,-0.51,-0.772087209089
539.78,-4.2,7.07,13.24,18.94,28.61,15.27,9.75,1.84,6.57,0.183408055134
540.77,0.99,-3.21,8.06,14.23,19.93,29.6,16.26,10.74,2.83,1.50341180169
548.9,8.13,9.12,4.92,16.19,22.36,28.06,37.73,24.39,18.87,0.0783384951722
549.33,0.43,8.56,9.55,5.35,16.62,22.79,28.49,38.16,24.82,0.17839914077100003
550.31,0.98,1.41,9.54,10.53,6.33,17.6,23.77,29.47,39.14,1.5936472170200002
559.08,8.77,9.75,10.18,18.31,19.3,15.1,26.37,32.54,38.24,-0.6904199756739999
555.22,-3.86,4.91,5.89,6.32,14.45,15.44,11.24,22.51,28.68,-0.19992075213399998
554.11,-1.11,-4.97,3.8,4.78,5.21,13.34,14.33,10.13,21.4,-1.47804587537
545.92,-8.19,-9.3,-13.16,-4.39,-3.41,-2.98,5.15,6.14,1.94,-0.710726846424
542.04,-3.88,-12.07,-13.18,-17.04,-8.27,-7.29,-6.86,1.27,2.26,-0.19002287654
541.01,-1.03,-4.91,-13.1,-14.21,-18.07,-9.3,-8.32,-7.89,0.24,1.19775974566
547.49,6.48,5.45,1.57,-6.62,-7.73,-11.59,-2.82,-1.84,-1.41,0.511424866208
550.29,2.8,9.28,8.25,4.37,-3.82,-4.93,-8.79,-0.02,0.96,-0.541532646423
547.31,-2.98,-0.18,6.3,5.27,1.39,-6.8,-7.91,-11.77,-3.0,-0.352633790722
545.38,-1.93,-4.91,-2.11,4.37,3.34,-0.54,-8.73,-9.84,-13.7,-0.179691224467
544.4,-0.98,-2.91,-5.89,-3.09,3.39,2.36,-1.52,-9.71,-10.82,-1.44930198384
536.51,-7.89,-8.87,-10.8,-13.78,-10.98,-4.5,-5.53,-9.41,-17.6,-0.275856927178
535.03,-1.48,-9.37,-10.35,-12.28,-15.26,-12.46,-5.98,-7.01,-10.89,0.36633459806
536.99,1.96,0.48,-7.41,-8.39,-10.32,-13.3,-10.5,-4.02,-5.05,-0.40224212741400006
534.83,-2.16,-0.2,-1.68,-9.57,-10.55,-12.48,-15.46,-12.66,-6.18,0.49922405250299995
537.5,2.67,0.51,2.47,0.99,-6.9,-7.88,-9.81,-12.79,-9.99,0.329302325581
539.27,1.77,4.44,2.28,4.24,2.76,-5.13,-6.11,-8.04,-11.02,0.33563891928000006
541.08,1.81,3.58,6.25,4.09,6.05,4.57,-3.32,-4.3,-6.23,-0.131219043395
540.37,-0.71,1.1,2.87,5.54,3.38,5.34,3.86,-4.03,-5.01,0.270185243444
541.83,1.46,0.75,2.56,4.33,7.0,4.84,6.8,5.32,-2.57,-1.4820146540399999
533.8,-8.03,-6.57,-7.28,-5.47,-3.7,-1.03,-3.19,-1.23,-2.71,-0.009366804046450001
533.75,-0.05,-8.08,-6.62,-7.33,-5.52,-3.75,-1.08,-3.24,-1.28,-0.455269320843
531.32,-2.43,-2.48,-10.51,-9.05,-9.76,-7.95,-6.18,-3.51,-5.67,1.1273808627600002
537.31,5.99,3.56,3.51,-4.52,-3.06,-3.77,-1.96,-0.19,2.48,-2.24265321695
525.26,-12.05,-6.06,-8.49,-8.54,-16.57,-15.11,-15.82,-14.01,-12.24,0.32745687849800004
526.98,1.72,-10.33,-4.34,-6.77,-6.82,-14.85,-13.39,-14.1,-12.29,1.21256973699
533.37,6.39,8.11,-3.94,2.05,-0.38,-0.43,-8.46,-7.0,-7.71,-1.37053077601
526.06,-7.31,-0.92,0.8,-11.25,-5.26,-7.69,-7.74,-15.77,-14.31,0.43341063757
528.34,2.28,-5.03,1.36,3.08,-8.97,-2.98,-5.41,-5.46,-13.49,-1.8321535374900002
518.66,-9.68,-7.4,-14.71,-8.32,-6.6,-18.65,-12.66,-15.09,-15.14,-0.9370300389470001
513.8,-4.86,-14.54,-12.26,-19.57,-13.18,-11.46,-23.51,-17.52,-19.95,-3.5831062670300002
495.39,-18.41,-23.27,-32.95,-30.67,-37.98,-31.59,-29.87,-41.92,-35.93,1.917681019
504.89,9.5,-8.91,-13.77,-23.45,-21.17,-28.48,-22.09,-20.37,-32.42,1.22997088475
511.1,6.21,15.71,-2.7,-7.56,-17.24,-14.96,-22.27,-15.88,-14.16,1.0271962434
516.35,5.25,11.46,20.96,2.55,-2.31,-11.99,-9.71,-17.02,-10.63,1.65004357509
524.87,8.52,13.77,19.98,29.48,11.07,6.21,-3.47,-1.19,-8.5,1.0897936631899998
530.59,5.72,14.24,19.49,25.7,35.2,16.79,11.93,2.25,4.53,-0.34301438021799996
528.77,-1.82,3.9,12.42,17.67,23.88,33.38,14.97,10.11,0.43,0.994761427464
534.03,5.26,3.44,9.16,17.68,22.93,29.14,38.64,20.23,15.37,-0.692844971256
530.33,-3.7,1.56,-0.26,5.46,13.98,19.23,25.44,34.94,16.53,0.0169705654969
530.42,0.0899999999999,-3.61,1.65,-0.17,5.55,14.07,19.32,25.53,35.03,-0.7578899739830001
526.4,-4.02,-3.93,-7.63,-2.37,-4.19,1.53,10.05,15.3,21.51,-0.302051671733
524.81,-1.59,-5.61,-5.52,-9.22,-3.96,-5.78,-0.060000000000099994,8.46,13.71,-2.08456393742
513.87,-10.94,-12.53,-16.55,-16.46,-20.16,-14.9,-16.72,-11.0,-2.48,-2.31770681301
501.96,-11.91,-22.85,-24.44,-28.46,-28.37,-32.07,-26.81,-28.63,-22.91,-0.171328392701
501.1,-0.86,-12.77,-23.71,-25.3,-29.32,-29.23,-32.93,-27.67,-29.49,0.315306326083
502.68,1.58,0.72,-11.19,-22.13,-23.72,-27.74,-27.65,-31.35,-26.09,-1.29505848651
496.17,-6.51,-4.93,-5.79,-17.7,-28.64,-30.23,-34.25,-34.16,-37.86,-0.729588649052
492.55,-3.62,-10.13,-8.55,-9.41,-21.32,-32.26,-33.85,-37.87,-37.78,0.736981017156
496.18,3.63,0.00999999999999,-6.5,-4.92,-5.78,-17.69,-28.63,-30.22,-34.24,0.9452214922
500.87,4.69,8.32,4.7,-1.81,-0.23,-1.09,-13.0,-23.94,-25.53,0.18368039611099998
501.79,0.92,5.61,9.24,5.62,-0.89,0.69,-0.17,-12.08,-23.02,1.25351242552
508.08,6.29,7.21,11.9,15.53,11.91,5.4,6.98,6.12,-5.79,-0.23224689025400003
506.9,-1.18,5.11,6.03,10.72,14.35,10.73,4.22,5.8,4.94,2.19767212468
518.04,11.14,9.96,16.25,17.17,21.86,25.49,21.87,15.36,16.94,3.15612694
534.39,16.35,27.49,26.31,32.6,33.52,38.21,41.84,38.22,31.71,1.04043863096
539.95,5.56,21.91,33.05,31.87,38.16,39.08,43.77,47.4,43.78,-0.877859061024
535.21,-4.74,0.82,17.17,28.31,27.13,33.42,34.34,39.03,42.66,-3.09784944228
518.63,-16.58,-21.32,-15.76,0.59,11.73,10.55,16.84,17.76,22.45,-1.66399938299
510.0,-8.63,-25.21,-29.95,-24.39,-8.04,3.1,1.92,8.21,9.13,0.129411764706
510.66,0.66,-7.97,-24.55,-29.29,-23.73,-7.38,3.76,2.58,8.87,4.6723847569800006
534.52,23.86,24.52,15.89,-0.69,-5.43,0.13,16.48,27.62,26.44,-1.1299857816399999
528.48,-6.04,17.82,18.48,9.85,-6.73,-11.47,-5.91,10.44,21.58,0.143808658795
529.24,0.76,-5.28,18.58,19.24,10.61,-5.97,-10.71,-5.15,11.2,-1.22439724889
522.76,-6.48,-5.72,-11.76,12.1,12.76,4.13,-12.45,-17.19,-11.63,0.922029229474
527.58,4.82,-1.66,-0.9,-6.94,16.92,17.58,8.95,-7.63,-12.37,0.648242920505
531.0,3.42,8.24,1.76,2.52,-3.52,20.34,21.0,12.37,-4.21,-0.596986817326
527.83,-3.17,0.25,5.07,-1.41,-0.65,-6.69,17.17,17.83,9.2,1.72593448648
536.94,9.11,5.94,9.36,14.18,7.7,8.46,2.42,26.28,26.94,-0.180653331843
535.97,-0.97,8.14,4.97,8.39,13.21,6.73,7.49,1.45,25.31,1.29858014441
542.93,6.96,5.99,15.1,11.93,15.35,20.17,13.69,14.45,8.41,1.11984970438
549.01,6.08,13.04,12.07,21.18,18.01,21.43,26.25,19.77,20.53,-1.12384109579
542.84,-6.17,-0.0899999999999,6.87,5.9,15.01,11.84,15.26,20.08,13.6,-0.578439319136
539.7,-3.14,-9.31,-3.23,3.73,2.76,11.87,8.7,12.12,16.94,0.587363350009
542.87,3.17,0.03,-6.14,-0.0599999999999,6.9,5.93,15.04,11.87,15.29,-0.72208816107
538.95,-3.92,-0.75,-3.89,-10.06,-3.98,2.98,2.01,11.12,7.95,-1.30624362186
531.91,-7.04,-10.96,-7.79,-10.93,-17.1,-11.02,-4.06,-5.03,4.08,0.785847229795
536.09,4.18,-2.86,-6.78,-3.61,-6.75,-12.92,-6.84,0.12,-0.85,1.45124885747
543.87,7.78,11.96,4.92,1.0,4.17,1.03,-5.14,0.94,7.9,2.1347013073
555.48,11.61,19.39,23.57,16.53,12.61,15.78,12.64,6.47,12.55,0.525671491323
558.4,2.92,14.53,22.31,26.49,19.45,15.53,18.7,15.56,9.39,2.31733524355
571.34,12.94,15.86,27.47,35.25,39.43,32.39,28.47,31.64,28.5,0.40256239717200004
573.64,2.3,15.24,18.16,29.77,37.55,41.73,34.69,30.77,33.94,-0.0470678474304
573.37,-0.27,2.03,14.97,17.89,29.5,37.28,41.46,34.42,30.5,0.341838603345
575.33,1.96,1.69,3.99,16.93,19.85,31.46,39.24,43.42,36.38,-1.32880260025
567.685,-7.645,-5.685,-5.955,-3.655,9.285,12.205,23.815,31.595,35.775,0.205219443882
568.85,1.165,-6.48,-4.52,-4.79,-2.49,10.45,13.37,24.98,32.76,-2.43297881691
555.01,-13.84,-12.675,-20.32,-18.36,-18.63,-16.33,-3.39,-0.47,11.14,-0.690077656258
551.18,-3.83,-17.67,-16.505,-24.15,-22.19,-22.46,-20.16,-7.22,-4.3,0.78558728546
555.51,4.33,0.5,-13.34,-12.175,-19.82,-17.86,-18.13,-15.83,-2.89,-1.47432089431
547.32,-8.19,-3.86,-7.69,-21.53,-20.365,-28.01,-26.05,-26.32,-24.02,1.31367390192
554.51,7.19,-1.0,3.33,-0.5,-14.34,-13.175,-20.82,-18.86,-19.13,-0.661845593407
550.84,-3.67,3.52,-4.67,-0.34,-4.17,-18.01,-16.845,-24.49,-22.53,1.5721443613400001
559.5,8.66,4.99,12.18,3.99,8.32,4.49,-9.35,-8.185,-15.83,-0.26988382484400003
557.99,-1.51,7.15,3.48,10.67,2.48,6.81,2.98,-10.86,-9.695,0.424738794602
560.36,2.37,0.86,9.52,5.85,13.04,4.85,9.18,5.35,-8.49,-0.276607894925
558.81,-1.55,0.82,-0.69,7.97,4.3,11.49,3.3,7.63,3.8,2.0364703566499998
570.19,11.38,9.83,12.2,10.69,19.35,15.68,22.87,14.68,19.01,-2.00021045616
558.785,-11.405,-0.025,-1.575,0.795,-0.715,7.945,4.275,11.465,3.275,-0.6469393416070001
555.17,-3.615,-15.02,-3.64,-5.19,-2.82,-4.33,4.33,0.66,7.85,-1.23025379613
548.34,-6.83,-10.445,-21.85,-10.47,-12.02,-9.65,-11.16,-2.5,-6.17,0.672940146624
552.03,3.69,-3.14,-6.755,-18.16,-6.78,-8.33,-5.96,-7.47,1.19,-0.730032788073
548.0,-4.03,-0.34,-7.17,-10.785,-22.19,-10.81,-12.36,-9.99,-11.5,-0.992700729927
542.56,-5.44,-9.47,-5.78,-12.61,-16.225,-27.63,-16.25,-17.8,-15.43,-1.29570923032
535.53,-7.03,-12.47,-16.5,-12.81,-19.64,-23.255,-34.66,-23.28,-24.83,0.23061266409000003
536.765,1.235,-5.795,-11.235,-15.265,-11.575,-18.405,-22.02,-33.425,-22.045,0.047506823283900004
537.02,0.255,1.49,-5.54,-10.98,-15.01,-11.32,-18.15,-21.765,-33.17,0.854716770325
541.61,4.59,4.845,6.08,-0.95,-6.39,-10.42,-6.73,-13.56,-17.175,-0.153246801204
540.78,-0.83,3.76,4.015,5.25,-1.78,-7.22,-11.25,-7.56,-14.39,-0.14238692259299998
540.01,-0.77,-1.6,2.99,3.245,4.48,-2.55,-7.99,-12.02,-8.33,-0.15555267495
539.17,-0.84,-1.61,-2.44,2.15,2.405,3.64,-3.39,-8.83,-12.86,-1.62842888143
530.39,-8.78,-9.62,-10.39,-11.22,-6.63,-6.375,-5.14,-12.17,-17.61,0.403476686966
532.53,2.14,-6.64,-7.48,-8.25,-9.08,-4.49,-4.235,-3.0,-10.03,0.23848421685199997
533.8,1.27,3.41,-5.37,-6.21,-6.98,-7.81,-3.22,-2.965,-1.73,-1.8265267890599999
524.05,-9.75,-8.48,-6.34,-15.12,-15.96,-16.73,-17.56,-12.97,-12.715,2.16200744204
535.38,11.33,1.58,2.85,4.99,-3.79,-4.63,-5.4,-6.23,-1.64,-0.26336433934799997
533.97,-1.41,9.92,0.17,1.44,3.58,-5.2,-6.04,-6.81,-7.64,1.01035638706
539.365,5.395,3.985,15.315,5.565,6.835,8.975,0.195,-0.645,-1.415,1.41555347492
547.0,7.635,13.03,11.62,22.95,13.2,14.47,16.61,7.83,6.99,3.3016453382099997
565.06,18.06,25.695,31.09,29.68,41.01,31.26,32.53,34.67,25.89,-1.7148621385299998
555.37,-9.69,8.37,16.005,21.4,19.99,31.32,21.57,22.84,24.98,-0.304301636747
