index,amount,price,high,low,open,close,weight,wprice,volume,time
2017-01-01 12:00:00,0.9,974.4410991617074,975.8,972.5,975.0,972.5,0.019508854160786782,18.972360671365145,212.95265971000003,2017-01-01 12:00:00
2017-01-01 13:00:00,0.046,973.6675576596789,974.09,972.5,972.51,974.09,0.019043515459388965,18.5500979738362,41.456512789999984,2017-01-01 13:00:00
2017-01-01 14:00:00,3.0,974.9525138161273,976.0,973.2,974.1,975.85,0.01184076846032555,11.554813902008688,169.39529284999998,2017-01-01 14:00:00
2017-01-01 15:00:00,1.50500805,976.2141832615538,977.92,974.62,975.85,976.71,0.01883197144198695,18.393374827103074,246.25312477000003,2017-01-01 15:00:00
2017-01-01 16:00:00,0.0100705,985.9048874224164,992.99,976.22,976.71,992.99,0.0021910162920365512,2.175657267829375,1261.0120862799995,2017-01-01 16:00:00
2017-01-01 17:00:00,0.47057516,990.3223767765887,994.12,981.57,992.98,990.81,0.004968820718126991,4.9231572557274035,407.6603444900002,2017-01-01 17:00:00
2017-01-01 18:00:00,1.0,996.7076347195084,998.0,991.96,991.96,996.22,0.006905115162494061,6.879013827179834,408.50484312,2017-01-01 18:00:00
2017-01-01 19:00:00,0.01207472,995.2127516765484,997.03,992.49,996.53,997.03,0.012541769943148214,12.504520886417064,256.6399907499999,2017-01-01 19:00:00
2017-01-01 20:00:00,0.019951,999.6040642277918,1001.64,996.0,996.01,999.95,0.0017487817052196804,1.7486942661344196,1359.8150756199977,2017-01-01 20:00:00
2017-01-01 21:00:00,0.2499733,1002.4640438848446,1003.97,996.29,996.29,1002.99,0.003988201715372931,4.000126438501896,448.35557812000013,2017-01-01 21:00:00
2017-01-01 22:00:00,0.02,1003.3848087526484,1004.88,1000.0,1002.99,1002.5,0.008669365343729652,8.691038757088977,311.65150387000006,2017-01-01 22:00:00
2017-01-01 23:00:00,4.5419426,997.493380329042,1005.0,994.39,1002.4,997.75,0.004808444093616693,4.7976250944060554,382.51382162,2017-01-01 23:00:00
2017-01-02 00:00:00,1.04696351,997.7882620473912,999.89,996.89,997.75,997.69,0.019923807412984322,19.87778341786033,129.11445612000006,2017-01-02 00:00:00
2017-01-02 01:00:00,0.042,998.1924571753673,998.46,997.68,997.7,998.46,0.021132930793954476,21.100386080531788,78.17730300999997,2017-01-02 01:00:00
2017-01-02 02:00:00,1.0,1001.4565275842361,1005.0,998.44,998.46,1005.0,0.0022825568337510147,2.2939696179197697,577.4096318199997,2017-01-02 02:00:00
2017-01-02 03:00:00,0.01526266,1005.5059203813088,1005.75,1004.55,1004.99,1005.75,0.01866718873026757,18.77452506546661,166.4140712699999,2017-01-02 03:00:00
2017-01-02 04:00:00,0.0654546,1004.9483803677037,1005.73,1003.55,1005.66,1005.73,0.014899349542283518,14.984722815160803,148.44451994,2017-01-02 04:00:00
2017-01-02 05:00:00,0.05749502,1005.4942966878319,1005.8,1003.2,1005.48,1003.2,0.02731441910172726,27.40182524285279,70.22719476,2017-01-02 05:00:00
2017-01-02 06:00:00,0.078,1004.3903050318786,1005.0,1002.8,1004.97,1005.0,0.020701387623085807,20.804894561201237,72.94886699999999,2017-01-02 06:00:00
2017-01-02 07:00:00,0.97,1005.443014414398,1005.95,1004.76,1005.0,1005.59,0.014952130338180231,15.03571274677066,74.76344644999999,2017-01-02 07:00:00
2017-01-02 08:00:00,3.95705373,1006.1568077197887,1006.53,1004.94,1005.65,1006.08,0.011757533201958291,11.829019003826199,188.37061157999986,2017-01-02 08:00:00
2017-01-02 09:00:00,0.49224457,1012.3827817904983,1015.0,1006.06,1006.49,1014.99,0.006691656520890239,6.791964452138384,767.4982894099996,2017-01-02 09:00:00
2017-01-02 10:00:00,0.31927675,1021.2408216960013,1024.0,1014.59,1014.99,1020.0,0.0050735832904521706,5.175054956261214,528.6501868999997,2017-01-02 10:00:00
2017-01-02 11:00:00,0.04700855,1022.6780980965493,1024.92,1015.98,1020.0,1024.92,0.006609184390335595,6.773885265342758,655.3327744200001,2017-01-02 11:00:00
2017-01-02 12:00:00,0.045,1024.1224488419316,1025.0,1020.55,1024.92,1024.96,0.009521729553342151,9.759391922993572,161.79025827000004,2017-01-02 12:00:00
2017-01-02 13:00:00,0.04,1011.1740034049136,1024.99,998.72,1022.97,1015.4,0.003329772178160258,3.381050669703926,794.67367398,2017-01-02 13:00:00
2017-01-02 14:00:00,0.03809,1018.4529743832056,1024.89,1013.23,1015.41,1022.5,0.006225196786056051,6.365263713742312,282.53853982,2017-01-02 14:00:00
2017-01-02 15:00:00,0.34985632,1026.581114148529,1030.0,1021.88,1023.04,1026.65,0.004963077754748327,5.095343776912371,411.61095117,2017-01-02 15:00:00
2017-01-02 16:00:00,0.06412114,1027.671265428054,1032.0,1025.5,1026.65,1025.7,0.006229794877097153,6.38990060543855,447.17952777,2017-01-02 16:00:00
2017-01-02 17:00:00,0.66026858,1022.5926746538455,1025.7,1022.0,1025.7,1022.0,0.007084073299246602,7.2399229118300275,222.76437329999982,2017-01-02 17:00:00
2017-01-02 18:00:00,0.1,1016.2664733490531,1023.89,1010.0,1022.0,1012.99,0.0027400581411242096,2.7756514963774133,363.1715523500007,2017-01-02 18:00:00
2017-01-02 19:00:00,0.005,1010.7712859130992,1014.88,1009.12,1012.94,1009.88,0.0035112927685366675,3.54598434108981,501.46333455000047,2017-01-02 19:00:00
2017-01-02 20:00:00,0.5,1002.7079355653045,1013.5,990.01,1009.88,1013.5,0.003495835553756312,3.5430293337320222,759.4696831999987,2017-01-02 20:00:00
2017-01-02 21:00:00,0.12,1012.0250448707675,1018.84,1008.49,1014.07,1012.5,0.01210309473795272,12.25438342217713,230.21106646,2017-01-02 21:00:00
2017-01-02 22:00:00,21.01531205,1014.8978335132884,1017.77,1011.97,1012.0,1016.8,0.006068537581307183,6.170489012673143,375.9168353500002,2017-01-02 22:00:00
2017-01-02 23:00:00,0.036,1013.1278786122624,1016.8,1011.25,1016.8,1012.54,0.009793386933506086,9.916196005652251,159.23988128000008,2017-01-02 23:00:00
2017-01-03 00:00:00,0.21997432,1018.2657284797416,1020.0,1011.43,1011.44,1019.24,0.00810707345803872,8.263053551371383,284.73019415999966,2017-01-03 00:00:00
2017-01-03 01:00:00,0.5606377,1022.1733054629686,1024.99,1018.71,1019.24,1024.94,0.01042326495539377,10.683221183381292,194.85351561000007,2017-01-03 01:00:00
2017-01-03 02:00:00,0.15815238,1014.059148881172,1029.92,999.99,1024.54,1014.56,0.0018867548493210994,1.9142259999272144,1508.3637358199994,2017-01-03 02:00:00
2017-01-03 03:00:00,0.165,1023.4941432006262,1023.93,1014.65,1014.65,1023.5,0.018121672821008124,18.547532132301814,186.2768695299999,2017-01-03 03:00:00
2017-01-03 04:00:00,2.263e-05,1023.4190448145722,1024.96,1023.0,1023.0,1023.57,0.019731008458846858,20.19606832822188,99.99244598999998,2017-01-03 04:00:00
2017-01-03 05:00:00,0.055,1022.0314855368545,1023.61,1020.0,1023.59,1020.06,0.013118411981310706,13.381567325655798,239.06172192000002,2017-01-03 05:00:00
2017-01-03 06:00:00,0.017,1014.9725590867826,1020.06,1009.89,1020.06,1015.33,0.006005876967924772,6.097947061843059,297.20544676999975,2017-01-03 06:00:00
2017-01-03 07:00:00,0.41973617,1012.4858132217928,1014.31,1009.08,1012.96,1014.31,0.010731397478650878,10.884963776570372,153.78556730000003,2017-01-03 07:00:00
2017-01-03 08:00:00,8.00022578,1015.9462041752582,1018.73,1012.06,1014.07,1016.0,0.0071551155112553316,7.269597359435417,181.27045279000006,2017-01-03 08:00:00
2017-01-03 09:00:00,0.54526757,1017.937106197709,1020.95,1015.15,1016.0,1016.5,0.0031057241904101046,3.1569686395518715,426.1280776000002,2017-01-03 09:00:00
2017-01-03 10:00:00,20.0,1018.941799840326,1022.51,1015.15,1017.87,1020.24,0.0036185718800737826,3.691811774926476,305.27683835000016,2017-01-03 10:00:00
2017-01-03 11:00:00,0.12505862,1023.0149842173238,1024.0,1020.0,1020.28,1023.5,0.009605304202030849,9.831028850778575,262.6341457000001,2017-01-03 11:00:00
2017-01-03 12:00:00,2.23026765,1023.9240190418461,1026.5,1022.6,1023.49,1023.75,0.0036025634940927602,3.688124377077463,531.9226571299996,2017-01-03 12:00:00
2017-01-03 13:00:00,0.10085082,1020.9732677351194,1023.7,1019.97,1023.2,1019.98,0.006891407867569701,7.029098196763744,387.09409854000023,2017-01-03 13:00:00
2017-01-03 14:00:00,2.0,1018.0171469998036,1020.0,1015.23,1019.98,1017.96,0.009151351710110887,9.315709986824478,177.72656146999998,2017-01-03 14:00:00
2017-01-03 15:00:00,0.26147058,1019.1606242686267,1024.6,1015.24,1018.17,1020.0,0.005512478310835092,5.622727877051794,202.83478863000002,2017-01-03 15:00:00
2017-01-03 16:00:00,0.12854316,1020.0384516908359,1020.99,1018.54,1019.54,1020.98,0.011301915095323576,11.539029274023465,265.42925820000005,2017-01-03 16:00:00
2017-01-03 17:00:00,0.046,1019.7613021278769,1020.98,1019.42,1020.32,1019.88,0.019100051686438607,19.479760713965007,35.87711818,2017-01-03 17:00:00
2017-01-03 18:00:00,0.04971571,1020.5324580106768,1020.99,1019.51,1019.88,1020.34,0.014188133397154154,14.47672003045227,164.76732359,2017-01-03 18:00:00
2017-01-03 19:00:00,0.02,1017.5285436896688,1021.48,1016.21,1020.34,1016.73,0.004470405672535466,4.545195559436984,758.7854203499996,2017-01-03 19:00:00
2017-01-03 20:00:00,18.11195182,1018.1269090709094,1020.28,1016.19,1016.73,1017.12,0.005933617915690901,6.035201454407529,271.63048233999996,2017-01-03 20:00:00
2017-01-03 21:00:00,0.13386244,1020.9867976255312,1021.5,1017.12,1017.81,1021.46,0.013233860361594593,13.517859004954413,360.39521869,2017-01-03 21:00:00
2017-01-03 22:00:00,0.01043021,1021.9336270793401,1023.63,1019.04,1021.42,1022.99,0.011909755208064489,12.183560480297892,378.2100575099999,2017-01-03 22:00:00
2017-01-03 23:00:00,0.1,1035.5822199468798,1039.0,1022.82,1022.99,1035.24,0.0023238336310227,2.40572552817994,1415.4060291200008,2017-01-03 23:00:00
2017-01-04 00:00:00,0.08642585,1035.4089809230645,1038.5,1032.33,1035.51,1032.33,0.007110360636027651,7.340238595390424,285.05745183999994,2017-01-04 00:00:00
2017-01-04 01:00:00,1.92636,1032.8089781478145,1035.41,1028.56,1032.04,1034.47,0.007716037344988615,7.982009152270373,359.4342536399999,2017-01-04 01:00:00
2017-01-04 02:00:00,0.20187004,1037.946621282731,1041.0,1033.5,1034.42,1037.65,0.009555129306476074,9.9148799248649,619.1975645200001,2017-01-04 02:00:00
2017-01-04 03:00:00,1.1,1039.7748721028756,1042.0,1036.67,1036.86,1041.53,0.011619067935163577,12.10160782651092,264.13902292,2017-01-04 03:00:00
2017-01-04 04:00:00,4.26269853,1042.6780901351642,1046.0,1038.35,1041.99,1042.64,0.009677848291105226,10.090511742237954,316.25215207000014,2017-01-04 04:00:00
2017-01-04 05:00:00,0.02852853,1047.2213927257476,1054.72,1041.24,1042.34,1047.79,0.004297687354524601,4.503073833197332,667.2311288500002,2017-01-04 05:00:00
2017-01-04 06:00:00,0.5,1045.1608052982765,1049.99,1038.35,1047.79,1046.17,0.008882214571234675,9.29230641798858,390.6799312999999,2017-01-04 06:00:00
2017-01-04 07:00:00,0.34781168,1053.7529289142547,1057.0,1047.03,1047.04,1056.98,0.005065499841129083,5.354132022076619,306.25542220999995,2017-01-04 07:00:00
2017-01-04 08:00:00,12.16752385,1056.1188142438155,1057.0,1052.62,1055.97,1055.69,0.008134071921458309,8.587058386764323,423.69273256,2017-01-04 08:00:00
2017-01-04 09:00:00,0.35,1060.1493456511805,1065.0,1053.03,1055.7,1065.0,0.0029595599259686274,3.1519313211565883,762.62783613,2017-01-04 09:00:00
2017-01-04 10:00:00,0.09,1072.1422948074057,1078.0,1062.91,1065.0,1078.0,0.00322767791919252,3.4794367968895363,748.5386110199995,2017-01-04 10:00:00
2017-01-04 11:00:00,0.033,1079.9001455267323,1089.19,1070.03,1078.0,1081.93,0.0014654987414486481,1.585567053335536,1158.5054858099973,2017-01-04 11:00:00
2017-01-04 12:00:00,5.0,1087.2431464836275,1090.47,1077.2,1080.14,1088.97,0.002257682666429804,2.4585486932620637,871.529039780001,2017-01-04 12:00:00
2017-01-04 13:00:00,7.25232772,1093.2546566599904,1098.76,1082.41,1088.5,1098.0,0.0013627009426759422,1.4962456350581845,1347.5681602500003,2017-01-04 13:00:00
2017-01-04 14:00:00,0.93482767,1080.02298398006,1098.58,1059.73,1094.99,1086.01,0.002487779420748696,2.7017533287272917,1601.4650411999999,2017-01-04 14:00:00
2017-01-04 15:00:00,0.82304599,1086.1965941406622,1090.0,1083.73,1085.09,1089.08,0.002173600919699251,2.3672252896260604,782.0330401799981,2017-01-04 15:00:00
2017-01-04 16:00:00,0.38,1094.1396194071583,1098.77,1085.66,1088.89,1094.9,0.0029136794726170416,3.190187654568399,837.0577831699997,2017-01-04 16:00:00
2017-01-04 17:00:00,0.03342216,1118.765521416082,1129.9,1094.5,1096.58,1129.8,0.0017204864947338845,1.9438056417503426,2153.282370629998,2017-01-04 17:00:00
2017-01-04 18:00:00,0.14595174,1130.8216395077352,1139.89,1123.02,1129.8,1134.81,0.003428793018937171,3.891028605820091,1237.803725169999,2017-01-04 18:00:00
2017-01-04 19:00:00,0.0504,1105.6762970256832,1135.0,1092.1,1133.35,1115.45,0.0015613193799392517,1.7415737023532385,2610.540841339998,2017-01-04 19:00:00
2017-01-04 20:00:00,0.00504515,1105.6379448435446,1127.93,1092.05,1115.45,1092.1,0.0026825199809181887,2.9295800711607534,1237.7509579399991,2017-01-04 20:00:00
2017-01-04 21:00:00,0.041,1089.7724590487517,1104.98,1078.0,1092.05,1090.0,0.0031734514226247155,3.4590620506609397,1062.9933935800009,2017-01-04 21:00:00
2017-01-04 22:00:00,0.02179178,1116.6418410048043,1129.8,1090.0,1090.0,1127.98,0.003380090926407477,3.8126749631691057,934.0992999100005,2017-01-04 22:00:00
2017-01-04 23:00:00,5.47049302,1116.24093905087,1130.82,1103.57,1127.97,1114.92,0.005090571249727606,5.675579697746303,584.72172594,2017-01-04 23:00:00
2017-01-05 00:00:00,0.04807921,1096.550061885768,1114.92,1086.5,1114.38,1088.62,0.004332353985899417,4.716287196129823,388.6846112300001,2017-01-05 00:00:00
2017-01-05 01:00:00,0.27,1099.8817058767622,1110.0,1086.5,1088.6,1107.89,0.004696672338194978,5.203396316762834,543.58545815,2017-01-05 01:00:00
2017-01-05 02:00:00,0.13279493,1105.4965546686212,1117.87,1097.63,1107.93,1102.12,0.009422843785359215,10.385104592720097,377.9153449099998,2017-01-05 02:00:00
2017-01-05 03:00:00,5.0,1119.1930870764875,1124.0,1102.12,1102.12,1116.39,0.010077437075507633,11.250349976725968,560.7533859500002,2017-01-05 03:00:00
2017-01-05 04:00:00,0.43498031,1117.9282888714788,1119.22,1116.39,1116.39,1118.05,0.00858833921857185,9.602192663324256,182.93776838,2017-01-05 04:00:00
2017-01-05 05:00:00,0.00434663,1120.4661105270482,1124.0,1110.0,1118.05,1120.28,0.009229276629324377,10.339374022299513,465.0606008800002,2017-01-05 05:00:00
2017-01-05 06:00:00,2.0,1118.026458955798,1120.48,1116.39,1120.19,1117.96,0.008808648881189046,9.847717103214107,189.66729463000007,2017-01-05 06:00:00
2017-01-05 07:00:00,0.02759318,1111.80505946763,1117.94,1105.59,1117.93,1109.84,0.0076461198183153745,8.485969619159135,172.88390506000002,2017-01-05 07:00:00
2017-01-05 08:00:00,0.022,1128.2625935103729,1136.72,1105.6,1109.01,1133.55,0.001873540333848054,2.1237516454334613,1309.106178459999,2017-01-05 08:00:00
2017-01-05 09:00:00,0.226,1082.7523579121334,1136.48,1050.0,1133.55,1073.04,0.0009656159818797278,1.036144573196223,2977.0054551600056,2017-01-05 09:00:00
2017-01-05 10:00:00,0.48477241,1099.3211719870806,1115.0,1070.02,1073.02,1097.26,0.0017876120792422563,1.961475230069358,1367.8664034699987,2017-01-05 10:00:00
2017-01-05 11:00:00,0.69577958,1097.437917108809,1106.92,1086.12,1094.99,1096.8,0.0028116171084842383,3.0837816445855126,696.1102892899997,2017-01-05 11:00:00
2017-01-05 12:00:00,0.24,1020.719395697334,1098.23,982.0,1096.8,982.22,0.0006761326353515496,0.664110997094999,5140.429820269996,2017-01-05 12:00:00
2017-01-05 13:00:00,0.11953792,948.2160474236233,1014.96,885.41,982.22,950.01,0.00045943379324037354,0.4364666979162873,8752.050362720065,2017-01-05 13:00:00
2017-01-05 14:00:00,0.023,953.8887588065024,970.97,940.0,952.32,958.98,0.0017333870696182772,1.6622835320225355,2054.712782950004,2017-01-05 14:00:00
2017-01-05 15:00:00,0.16184584,984.2392055118233,996.0,947.01,958.98,992.84,0.0019708187231954133,1.9567076611373342,1307.9041590799986,2017-01-05 15:00:00
2017-01-05 16:00:00,0.26113089,959.0230154945459,992.86,933.19,992.84,955.0,0.0017172187784302074,1.639943933400848,2583.4172786199974,2017-01-05 16:00:00
2017-01-05 17:00:00,0.20771568,963.4817848511495,970.51,951.05,954.01,964.04,0.003558514360752791,3.4305501843401203,1053.828544440001,2017-01-05 17:00:00
2017-01-05 18:00:00,2.92105991,978.4908286600372,984.99,964.06,964.11,979.52,0.0041475731050738315,4.062630807881919,787.1006345500004,2017-01-05 18:00:00
2017-01-05 19:00:00,0.01699874,959.3723722544279,983.92,937.0,980.0,961.65,0.0028930097818265737,2.7820628566935244,916.7578683900006,2017-01-05 19:00:00
2017-01-05 20:00:00,1.51,968.8231753217907,977.81,951.8,958.65,969.94,0.0034078220924434336,3.305382960344584,873.1289710399998,2017-01-05 20:00:00
2017-01-05 21:00:00,3.45129641,968.9709508122925,974.3,961.0,969.9,974.3,0.003607544217509915,3.51483033111991,1086.9058620300002,2017-01-05 21:00:00
2017-01-05 22:00:00,6.10124871,996.280481322398,1009.99,970.95,974.5,1009.0,0.0022177581489913035,2.2377179723322254,1308.4864861599997,2017-01-05 22:00:00
2017-01-05 23:00:00,0.33320772,1001.3674768479012,1025.03,987.06,1009.0,1004.74,0.00396462622324327,3.983418551541443,922.5616540899974,2017-01-05 23:00:00
2017-01-06 00:00:00,0.0092145,1010.3237918226777,1016.09,999.82,1004.73,1016.09,0.006374757483968813,6.4773273318858715,240.47457572999997,2017-01-06 00:00:00
2017-01-06 01:00:00,0.48095416,1020.9461860150068,1026.99,1013.98,1016.09,1017.52,0.0055631924715550595,5.660659603656704,435.7060240499994,2017-01-06 01:00:00
2017-01-06 02:00:00,0.93,983.7726147749008,1019.01,958.72,1017.52,958.72,0.0024587175722730926,2.3572217108896596,762.5452234399999,2017-01-06 02:00:00
2017-01-06 03:00:00,0.04779,978.0042190145869,987.48,955.01,958.72,981.2,0.005164610093847959,5.067515424083617,430.3903837800004,2017-01-06 03:00:00
2017-01-06 04:00:00,0.08860987,972.8058112976815,985.93,953.11,981.21,970.1,0.006206714286189841,6.021133529032765,490.5191290900006,2017-01-06 04:00:00
2017-01-06 05:00:00,0.81278744,982.1962357231878,989.43,969.92,969.92,981.16,0.013142391262226435,12.894788610846089,257.99403587999996,2017-01-06 05:00:00
2017-01-06 06:00:00,0.23946184,979.3345946291014,984.46,970.15,980.06,980.54,0.011759881915223308,11.531034613153063,217.67760286000004,2017-01-06 06:00:00
2017-01-06 07:00:00,0.42759597,984.122289219543,989.97,974.11,980.96,980.49,0.003907327220951515,3.831095266870751,490.0349247800002,2017-01-06 07:00:00
2017-01-06 08:00:00,0.02149316,958.2813797975323,985.53,937.21,981.53,960.43,0.0026063673223065604,2.5032333673628897,1471.0009002600011,2017-01-06 08:00:00
2017-01-06 09:00:00,0.10847131,929.238047405813,964.33,905.0,960.27,934.1,0.001382474985680808,1.291369884124443,1915.2056377999963,2017-01-06 09:00:00
2017-01-06 10:00:00,1.03768115,928.9418981531076,944.44,911.0,933.02,925.0,0.0026040191453170474,2.408717709418269,1438.5596194499992,2017-01-06 10:00:00
2017-01-06 11:00:00,1.64014212,891.6769116104874,928.46,871.0,924.79,898.98,0.0006390617194682136,0.5745037045675347,5183.889136870011,2017-01-06 11:00:00
2017-01-06 12:00:00,0.007,887.6380978988785,902.0,880.0,900.03,885.25,0.002038654031836208,1.8047184816830033,1146.07289153,2017-01-06 12:00:00
2017-01-06 13:00:00,0.20558,897.5264760179634,905.0,882.73,885.26,899.28,0.001686956986041649,1.517046678407534,1608.493280399996,2017-01-06 13:00:00
2017-01-06 14:00:00,6.21433086,893.0927203433091,904.99,878.0,901.0,900.0,0.0018689617533348408,1.6820655780013567,2154.2490857299986,2017-01-06 14:00:00
2017-01-06 15:00:00,0.04535968,912.6704088533006,917.97,900.0,900.02,912.0,0.0022589416970357178,2.0601548276965747,1576.6642504899992,2017-01-06 15:00:00
2017-01-06 16:00:00,0.02545,909.5434676263121,919.99,901.15,912.0,902.25,0.002399200598033505,2.16467873957573,1589.0627639799975,2017-01-06 16:00:00
2017-01-06 17:00:00,0.07333423,911.8838089495126,914.99,902.21,902.32,914.96,0.0032716193348779855,2.9934008266399617,664.2521626700002,2017-01-06 17:00:00
2017-01-06 18:00:00,2.0,893.4220067101147,918.51,880.01,914.95,890.78,0.002007645298236236,1.7883702787628741,1237.834449989999,2017-01-06 18:00:00
2017-01-06 19:00:00,0.05496482,894.2777543341376,902.99,885.91,890.73,890.85,0.006341683371137041,5.649488631177433,573.22207737,2017-01-06 19:00:00
2017-01-06 20:00:00,1.06206607,887.8103140850361,893.98,880.0,890.81,887.94,0.004430510006985568,3.9340270556027654,934.84015249,2017-01-06 20:00:00
2017-01-06 21:00:00,0.41841578,897.6780622190156,905.73,884.5,887.94,896.77,0.003851007294348004,3.4534678113524593,972.3101497200003,2017-01-06 21:00:00
2017-01-06 22:00:00,0.11259345,888.2259685520945,897.0,881.37,896.77,888.94,0.003480228272004736,3.0937141201158904,1148.0835965599979,2017-01-06 22:00:00
2017-01-06 23:00:00,0.22374118,889.683296359587,895.78,879.4,887.73,893.89,0.004170784044587309,3.7282221496161494,977.6210440100015,2017-01-06 23:00:00
2017-01-07 00:00:00,0.19787151,891.9239931658748,900.16,884.41,894.02,884.43,0.005503140685977647,4.8671427168992105,549.1053681600002,2017-01-07 00:00:00
2017-01-07 01:00:00,0.1,872.3074568320684,895.99,856.42,884.53,865.03,0.0018784188835619246,1.6248886868475716,1154.5459658499988,2017-01-07 01:00:00
2017-01-07 02:00:00,0.22999983,841.8553346230624,866.53,827.94,864.61,846.72,0.0017857348040076066,1.5120173732493207,2360.8688151699926,2017-01-07 02:00:00
2017-01-07 03:00:00,0.575,834.9558582209346,853.0,825.0,849.8,842.01,0.002348901753840645,1.9777987657513614,1231.4652959199998,2017-01-07 03:00:00
2017-01-07 04:00:00,0.35,828.724949042187,842.02,821.22,842.01,836.74,0.0026574702849377495,2.2236116862188124,1419.626377479997,2017-01-07 04:00:00
2017-01-07 05:00:00,0.35,836.3152329040139,849.96,827.62,837.48,827.62,0.007575121063902896,6.2693216949073145,493.08264797000055,2017-01-07 05:00:00
2017-01-07 06:00:00,0.1861,830.95085572828,836.42,825.43,827.62,827.21,0.00745393718125429,6.165971375705362,372.18291392,2017-01-07 06:00:00
2017-01-07 07:00:00,10.0,828.4716213282805,833.75,820.0,825.83,829.91,0.007357175443531059,6.105793472340861,725.2016016200008,2017-01-07 07:00:00
2017-01-07 08:00:00,0.58163,820.2718743852012,832.63,814.69,825.63,814.69,0.0031922054340866386,2.600657845096044,914.4374293,2017-01-07 08:00:00
2017-01-07 09:00:00,2.0,853.5866402074578,887.0,812.28,814.0,884.9,0.002032413086891723,1.7984823405904855,1744.2509277099994,2017-01-07 09:00:00
